TotalRevenue,TotalRevenue_missing,TotalRevenue_imputed_median,TotalRevenue_log1p,TotalRevenue_zscore,TotalRevenue_iqr_outlier,CHURN,churn_binary
102.33,0,102.33,4.637927750226264,-0.45041686237571493,0,No,0
102.33,0,102.33,4.637927750226264,-0.45041686237571493,0,No,0
102.5,0,102.5,4.639571612705423,-0.44877028829217236,0,Yes,1
102.5,0,102.5,4.639571612705423,-0.44877028829217236,0,No,0
102.5,0,102.5,4.639571612705423,-0.44877028829217236,0,No,0
102.67,0,102.67,4.641212777335021,-0.4471237142086298,0,No,0
102.67,0,102.67,4.641212777335021,-0.4471237142086298,0,No,0
102.67,0,102.67,4.641212777335021,-0.4471237142086298,0,Yes,1
102.67,0,102.67,4.641212777335021,-0.4471237142086298,0,No,0
102.67,0,102.67,4.641212777335021,-0.4471237142086298,0,No,0
102.83,0,102.83,4.642754946315362,-0.4455739974241192,0,No,0
102.83,0,102.83,4.642754946315362,-0.4455739974241192,0,No,0
102.83,0,102.83,4.642754946315362,-0.4455739974241192,0,No,0
102.83,0,102.83,4.642754946315362,-0.4455739974241192,0,No,0
102.83,0,102.83,4.642754946315362,-0.4455739974241192,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.0,0,103.0,4.6443908991413725,-0.44392742334057667,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.17,0,103.17,4.646024179996357,-0.4422808492570341,0,No,0
103.33,0,103.33,4.647558952479878,-0.4407311324725235,0,No,0
103.33,0,103.33,4.647558952479878,-0.4407311324725235,0,No,0
103.5,0,103.5,4.6491870714048655,-0.4390845583889809,0,No,0
103.5,0,103.5,4.6491870714048655,-0.4390845583889809,0,No,0
103.67,0,103.67,4.650812543866793,-0.4374379843054384,0,Yes,1
103.67,0,103.67,4.650812543866793,-0.4374379843054384,0,No,0
103.67,0,103.67,4.650812543866793,-0.4374379843054384,0,No,0
103.67,0,103.67,4.650812543866793,-0.4374379843054384,0,No,0
103.67,0,103.67,4.650812543866793,-0.4374379843054384,0,No,0
103.67,0,103.67,4.650812543866793,-0.4374379843054384,0,No,0
103.83,0,103.83,4.6523399904644815,-0.4358882675209278,0,No,0
103.83,0,103.83,4.6523399904644815,-0.4358882675209278,0,No,0
104.0,0,104.0,4.653960350157523,-0.4342416934373852,0,No,0
104.0,0,104.0,4.653960350157523,-0.4342416934373852,0,No,0
104.0,0,104.0,4.653960350157523,-0.4342416934373852,0,No,0
104.0,0,104.0,4.653960350157523,-0.4342416934373852,0,No,0
104.17,0,104.17,4.655578088531937,-0.43259511935384265,0,No,0
104.33,0,104.33,4.6570982788484505,-0.43104540256933205,0,No,0
104.33,0,104.33,4.6570982788484505,-0.43104540256933205,0,No,0
104.33,0,104.33,4.6570982788484505,-0.43104540256933205,0,No,0
104.5,0,104.5,4.658710952916121,-0.4293988284857895,0,No,0
104.5,0,104.5,4.658710952916121,-0.4293988284857895,0,No,0
104.5,0,104.5,4.658710952916121,-0.4293988284857895,0,No,0
104.67,0,104.67,4.660321030452939,-0.42775225440224696,0,No,0
104.67,0,104.67,4.660321030452939,-0.42775225440224696,0,No,0
104.67,0,104.67,4.660321030452939,-0.42775225440224696,0,Yes,1
104.67,0,104.67,4.660321030452939,-0.42775225440224696,0,No,0
104.67,0,104.67,4.660321030452939,-0.42775225440224696,0,No,0
104.67,0,104.67,4.660321030452939,-0.42775225440224696,0,No,0
104.67,0,104.67,4.660321030452939,-0.42775225440224696,0,Yes,1
104.83,0,104.83,4.661834033105633,-0.42620253761773635,0,No,0
104.83,0,104.83,4.661834033105633,-0.42620253761773635,0,No,0
104.83,0,104.83,4.661834033105633,-0.42620253761773635,0,No,0
105.0,0,105.0,4.663439094112067,-0.4245559635341938,0,No,0
105.0,0,105.0,4.663439094112067,-0.4245559635341938,0,No,0
105.0,0,105.0,4.663439094112067,-0.4245559635341938,0,No,0
105.0,0,105.0,4.663439094112067,-0.4245559635341938,0,No,0
105.0,0,105.0,4.663439094112067,-0.4245559635341938,0,No,0
105.17,0,105.17,4.665041583025482,-0.4229093894506512,0,No,0
105.17,0,105.17,4.665041583025482,-0.4229093894506512,0,Yes,1
105.17,0,105.17,4.665041583025482,-0.4229093894506512,0,No,0
105.17,0,105.17,4.665041583025482,-0.4229093894506512,0,No,0
105.17,0,105.17,4.665041583025482,-0.4229093894506512,0,No,0
105.33,0,105.33,4.666547465662995,-0.4213596726661406,0,No,0
105.33,0,105.33,4.666547465662995,-0.4213596726661406,0,No,0
105.33,0,105.33,4.666547465662995,-0.4213596726661406,0,No,0
105.33,0,105.33,4.666547465662995,-0.4213596726661406,0,No,0
105.33,0,105.33,4.666547465662995,-0.4213596726661406,0,No,0
105.5,0,105.5,4.66814498514948,-0.4197130985825981,0,No,0
105.5,0,105.5,4.66814498514948,-0.4197130985825981,0,No,0
105.5,0,105.5,4.66814498514948,-0.4197130985825981,0,No,0
105.5,0,105.5,4.66814498514948,-0.4197130985825981,0,No,0
105.67,0,105.67,4.669739956637391,-0.4180665244990555,0,No,0
105.67,0,105.67,4.669739956637391,-0.4180665244990555,0,Yes,1
105.67,0,105.67,4.669739956637391,-0.4180665244990555,0,No,0
105.67,0,105.67,4.669739956637391,-0.4180665244990555,0,No,0
105.67,0,105.67,4.669739956637391,-0.4180665244990555,0,Yes,1
105.67,0,105.67,4.669739956637391,-0.4180665244990555,0,No,0
105.67,0,105.67,4.669739956637391,-0.4180665244990555,0,No,0
105.83,0,105.83,4.671238785957796,-0.4165168077145449,0,No,0
105.83,0,105.83,4.671238785957796,-0.4165168077145449,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,Yes,1
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.0,0,106.0,4.672828834461906,-0.41487023363100234,0,No,0
106.17,0,106.17,4.674416358724906,-0.4132236595474598,0,No,0
106.17,0,106.17,4.674416358724906,-0.4132236595474598,0,No,0
106.17,0,106.17,4.674416358724906,-0.4132236595474598,0,No,0
106.17,0,106.17,4.674416358724906,-0.4132236595474598,0,No,0
106.17,0,106.17,4.674416358724906,-0.4132236595474598,0,No,0
106.33,0,106.33,4.675908200493433,-0.4116739427629492,0,No,0
106.33,0,106.33,4.675908200493433,-0.4116739427629492,0,No,0
106.33,0,106.33,4.675908200493433,-0.4116739427629492,0,No,0
106.5,0,106.5,4.677490847567717,-0.41002736867940665,0,No,0
106.5,0,106.5,4.677490847567717,-0.41002736867940665,0,No,0
106.5,0,106.5,4.677490847567717,-0.41002736867940665,0,No,0
106.5,0,106.5,4.677490847567717,-0.41002736867940665,0,No,0
106.67,0,106.67,4.679070993827626,-0.40838079459586407,0,Yes,1
106.67,0,106.67,4.679070993827626,-0.40838079459586407,0,No,0
106.67,0,106.67,4.679070993827626,-0.40838079459586407,0,No,0
106.67,0,106.67,4.679070993827626,-0.40838079459586407,0,No,0
106.67,0,106.67,4.679070993827626,-0.40838079459586407,0,No,0
106.67,0,106.67,4.679070993827626,-0.40838079459586407,0,No,0
106.83,0,106.83,4.680555912893981,-0.40683107781135347,0,No,0
106.83,0,106.83,4.680555912893981,-0.40683107781135347,0,No,0
106.83,0,106.83,4.680555912893981,-0.40683107781135347,0,No,0
106.83,0,106.83,4.680555912893981,-0.40683107781135347,0,No,0
106.83,0,106.83,4.680555912893981,-0.40683107781135347,0,No,0
106.83,0,106.83,4.680555912893981,-0.40683107781135347,0,No,0
106.83,0,106.83,4.680555912893981,-0.40683107781135347,0,No,0
107.0,0,107.0,4.68213122712422,-0.4051845037278109,0,No,0
107.0,0,107.0,4.68213122712422,-0.4051845037278109,0,No,0
107.0,0,107.0,4.68213122712422,-0.4051845037278109,0,No,0
107.0,0,107.0,4.68213122712422,-0.4051845037278109,0,No,0
107.17,0,107.17,4.683704063642198,-0.4035379296442684,0,No,0
107.33,0,107.33,4.6851821239574765,-0.4019882128597578,0,No,0
107.33,0,107.33,4.6851821239574765,-0.4019882128597578,0,No,0
107.33,0,107.33,4.6851821239574765,-0.4019882128597578,0,No,0
107.33,0,107.33,4.6851821239574765,-0.4019882128597578,0,No,0
107.33,0,107.33,4.6851821239574765,-0.4019882128597578,0,No,0
107.33,0,107.33,4.6851821239574765,-0.4019882128597578,0,No,0
107.33,0,107.33,4.6851821239574765,-0.4019882128597578,0,No,0
107.5,0,107.5,4.686750172980514,-0.4003416387762152,0,No,0
107.5,0,107.5,4.686750172980514,-0.4003416387762152,0,No,0
107.67,0,107.67,4.68831576707476,-0.39869506469267263,0,No,0
107.83,0,107.83,4.68978703170797,-0.397145347908162,0,No,0
107.83,0,107.83,4.68978703170797,-0.397145347908162,0,No,0
107.83,0,107.83,4.68978703170797,-0.397145347908162,0,No,0
107.83,0,107.83,4.68978703170797,-0.397145347908162,0,No,0
108.0,0,108.0,4.6913478822291435,-0.3954987738246195,0,No,0
108.0,0,108.0,4.6913478822291435,-0.3954987738246195,0,No,0
108.0,0,108.0,4.6913478822291435,-0.3954987738246195,0,No,0
108.0,0,108.0,4.6913478822291435,-0.3954987738246195,0,No,0
108.17,0,108.17,4.6929063002921785,-0.39385219974107694,0,No,0
108.17,0,108.17,4.6929063002921785,-0.39385219974107694,0,No,0
108.17,0,108.17,4.6929063002921785,-0.39385219974107694,0,No,0
108.17,0,108.17,4.6929063002921785,-0.39385219974107694,0,No,0
108.33,0,108.33,4.694370831446394,-0.39230248295656633,0,No,0
108.33,0,108.33,4.694370831446394,-0.39230248295656633,0,Yes,1
108.33,0,108.33,4.694370831446394,-0.39230248295656633,0,No,0
108.33,0,108.33,4.694370831446394,-0.39230248295656633,0,No,0
108.5,0,108.5,4.695924549256556,-0.39065590887302376,0,No,0
108.5,0,108.5,4.695924549256556,-0.39065590887302376,0,No,0
108.67,0,108.67,4.697475856772117,-0.3890093347894812,0,Yes,1
108.67,0,108.67,4.697475856772117,-0.3890093347894812,0,No,0
108.67,0,108.67,4.697475856772117,-0.3890093347894812,0,No,0
108.67,0,108.67,4.697475856772117,-0.3890093347894812,0,Yes,1
108.83,0,108.83,4.698933715800255,-0.38745961800497064,0,No,0
108.83,0,108.83,4.698933715800255,-0.38745961800497064,0,No,0
108.83,0,108.83,4.698933715800255,-0.38745961800497064,0,No,0
108.83,0,108.83,4.698933715800255,-0.38745961800497064,0,No,0
109.0,0,109.0,4.700480365792417,-0.38581304392142807,0,No,0
109.0,0,109.0,4.700480365792417,-0.38581304392142807,0,No,0
109.0,0,109.0,4.700480365792417,-0.38581304392142807,0,No,0
109.0,0,109.0,4.700480365792417,-0.38581304392142807,0,No,0
109.17,0,109.17,4.702024627351974,-0.3841664698378855,0,No,0
109.17,0,109.17,4.702024627351974,-0.3841664698378855,0,No,0
109.17,0,109.17,4.702024627351974,-0.3841664698378855,0,No,0
109.17,0,109.17,4.702024627351974,-0.3841664698378855,0,No,0
109.17,0,109.17,4.702024627351974,-0.3841664698378855,0,Yes,1
109.33,0,109.33,4.703475874772215,-0.3826167530533749,0,Yes,1
109.33,0,109.33,4.703475874772215,-0.3826167530533749,0,No,0
109.33,0,109.33,4.703475874772215,-0.3826167530533749,0,No,0
109.5,0,109.5,4.705015520957808,-0.3809701789698323,0,No,0
109.5,0,109.5,4.705015520957808,-0.3809701789698323,0,No,0
109.5,0,109.5,4.705015520957808,-0.3809701789698323,0,No,0
109.5,0,109.5,4.705015520957808,-0.3809701789698323,0,No,0
109.67,0,109.67,4.706552800276694,-0.3793236048862898,0,No,0
109.67,0,109.67,4.706552800276694,-0.3793236048862898,0,No,0
109.67,0,109.67,4.706552800276694,-0.3793236048862898,0,No,0
109.67,0,109.67,4.706552800276694,-0.3793236048862898,0,No,0
109.67,0,109.67,4.706552800276694,-0.3793236048862898,0,Yes,1
109.83,0,109.83,4.707997495787562,-0.3777738881017792,0,No,0
109.83,0,109.83,4.707997495787562,-0.3777738881017792,0,No,0
109.83,0,109.83,4.707997495787562,-0.3777738881017792,0,No,0
109.83,0,109.83,4.707997495787562,-0.3777738881017792,0,Yes,1
109.83,0,109.83,4.707997495787562,-0.3777738881017792,0,No,0
110.0,0,110.0,4.709530201312334,-0.3761273140182366,0,No,0
110.0,0,110.0,4.709530201312334,-0.3761273140182366,0,No,0
110.0,0,110.0,4.709530201312334,-0.3761273140182366,0,No,0
110.0,0,110.0,4.709530201312334,-0.3761273140182366,0,No,0
110.0,0,110.0,4.709530201312334,-0.3761273140182366,0,No,0
110.17,0,110.17,4.711060561245524,-0.37448073993469405,0,No,0
110.17,0,110.17,4.711060561245524,-0.37448073993469405,0,No,0
110.17,0,110.17,4.711060561245524,-0.37448073993469405,0,Yes,1
110.17,0,110.17,4.711060561245524,-0.37448073993469405,0,No,0
110.25,0,110.25,4.711779921046349,-0.3737058815424388,0,No,0
110.33,0,110.33,4.712498763740616,-0.37293102315018345,0,No,0
110.33,0,110.33,4.712498763740616,-0.37293102315018345,0,No,0
110.33,0,110.33,4.712498763740616,-0.37293102315018345,0,No,0
110.5,0,110.5,4.7140245909001735,-0.37128444906664093,0,No,0
110.5,0,110.5,4.7140245909001735,-0.37128444906664093,0,No,0
110.67,0,110.67,4.7155480934577,-0.36963787498309836,0,No,0
110.67,0,110.67,4.7155480934577,-0.36963787498309836,0,No,0
110.67,0,110.67,4.7155480934577,-0.36963787498309836,0,No,0
110.67,0,110.67,4.7155480934577,-0.36963787498309836,0,No,0
110.67,0,110.67,4.7155480934577,-0.36963787498309836,0,No,0
110.67,0,110.67,4.7155480934577,-0.36963787498309836,0,No,0
110.83,0,110.83,4.716979861040097,-0.36808815819858776,0,No,0
110.83,0,110.83,4.716979861040097,-0.36808815819858776,0,No,0
110.83,0,110.83,4.716979861040097,-0.36808815819858776,0,No,0
111.0,0,111.0,4.718498871295094,-0.3664415841150452,0,No,0
111.0,0,111.0,4.718498871295094,-0.3664415841150452,0,No,0
111.0,0,111.0,4.718498871295094,-0.3664415841150452,0,No,0
111.0,0,111.0,4.718498871295094,-0.3664415841150452,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.17,0,111.17,4.720015577657132,-0.3647950100315026,0,No,0
111.33,0,111.33,4.721440967653478,-0.363245293246992,0,No,0
111.33,0,111.33,4.721440967653478,-0.363245293246992,0,No,0
111.33,0,111.33,4.721440967653478,-0.363245293246992,0,No,0
111.33,0,111.33,4.721440967653478,-0.363245293246992,0,No,0
111.33,0,111.33,4.721440967653478,-0.363245293246992,0,No,0
111.33,0,111.33,4.721440967653478,-0.363245293246992,0,Yes,1
111.5,0,111.5,4.722953221644475,-0.3615987191634495,0,No,0
111.5,0,111.5,4.722953221644475,-0.3615987191634495,0,No,0
111.5,0,111.5,4.722953221644475,-0.3615987191634495,0,No,0
111.5,0,111.5,4.722953221644475,-0.3615987191634495,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.67,0,111.67,4.724463192176074,-0.3599521450799069,0,No,0
111.83,0,111.83,4.725882261150355,-0.3584024282953963,0,No,0
111.83,0,111.83,4.725882261150355,-0.3584024282953963,0,Yes,1
111.83,0,111.83,4.725882261150355,-0.3584024282953963,0,No,0
112.0,0,112.0,4.727387818712341,-0.35675585421185374,0,No,0
112.0,0,112.0,4.727387818712341,-0.35675585421185374,0,No,0
112.0,0,112.0,4.727387818712341,-0.35675585421185374,0,No,0
112.17,0,112.17,4.72889111297785,-0.3551092801283112,0,No,0
112.33,0,112.33,4.730303916744857,-0.3535595633438006,0,No,0
112.33,0,112.33,4.730303916744857,-0.3535595633438006,0,No,0
112.33,0,112.33,4.730303916744857,-0.3535595633438006,0,No,0
112.33,0,112.33,4.730303916744857,-0.3535595633438006,0,No,0
112.5,0,112.5,4.7318028369214575,-0.35191298926025805,0,No,0
112.5,0,112.5,4.7318028369214575,-0.35191298926025805,0,No,0
112.5,0,112.5,4.7318028369214575,-0.35191298926025805,0,No,0
112.5,0,112.5,4.7318028369214575,-0.35191298926025805,0,No,0
112.5,0,112.5,4.7318028369214575,-0.35191298926025805,0,No,0
112.5,0,112.5,4.7318028369214575,-0.35191298926025805,0,Yes,1
112.5,0,112.5,4.7318028369214575,-0.35191298926025805,0,Yes,1
112.83,0,112.83,4.734706107337125,-0.34871669839220487,0,No,0
112.83,0,112.83,4.734706107337125,-0.34871669839220487,0,No,0
112.83,0,112.83,4.734706107337125,-0.34871669839220487,0,No,0
112.83,0,112.83,4.734706107337125,-0.34871669839220487,0,No,0
112.83,0,112.83,4.734706107337125,-0.34871669839220487,0,No,0
113.0,0,113.0,4.736198448394496,-0.3470701243086623,0,No,0
113.0,0,113.0,4.736198448394496,-0.3470701243086623,0,No,0
113.0,0,113.0,4.736198448394496,-0.3470701243086623,0,No,0
113.0,0,113.0,4.736198448394496,-0.3470701243086623,0,No,0
113.17,0,113.17,4.737688565688236,-0.3454235502251198,0,No,0
113.33,0,113.33,4.739089003553879,-0.3438738334406092,0,No,0
113.33,0,113.33,4.739089003553879,-0.3438738334406092,0,No,0
113.5,0,113.5,4.740574822994295,-0.3422272593570666,0,No,0
113.5,0,113.5,4.740574822994295,-0.3422272593570666,0,No,0
113.5,0,113.5,4.740574822994295,-0.3422272593570666,0,No,0
113.5,0,113.5,4.740574822994295,-0.3422272593570666,0,No,0
113.67,0,113.67,4.742058438050213,-0.34058068527352403,0,No,0
113.67,0,113.67,4.742058438050213,-0.34058068527352403,0,No,0
113.8,0,113.8,4.743191483885466,-0.33932154038610923,0,No,0
113.83,0,113.83,4.743452773788098,-0.33903096848901343,0,Yes,1
113.83,0,113.83,4.743452773788098,-0.33903096848901343,0,No,0
113.83,0,113.83,4.743452773788098,-0.33903096848901343,0,No,0
113.83,0,113.83,4.743452773788098,-0.33903096848901343,0,No,0
114.0,0,114.0,4.74493212836325,-0.3373843944054709,0,No,0
114.0,0,114.0,4.74493212836325,-0.3373843944054709,0,No,0
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,No,0
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,No,0
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,Yes,1
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,No,0
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,No,0
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,No,0
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,No,0
114.17,0,114.17,4.746409297680816,-0.33573782032192834,0,No,0
114.33,0,114.33,4.747797584237848,-0.33418810353741774,0,No,0
114.33,0,114.33,4.747797584237848,-0.33418810353741774,0,No,0
114.5,0,114.5,4.749270529961848,-0.33254152945387516,0,No,0
114.5,0,114.5,4.749270529961848,-0.33254152945387516,0,No,0
114.67,0,114.67,4.75074130930731,-0.3308949553703326,0,No,0
114.67,0,114.67,4.75074130930731,-0.3308949553703326,0,No,0
114.67,0,114.67,4.75074130930731,-0.3308949553703326,0,No,0
114.67,0,114.67,4.75074130930731,-0.3308949553703326,0,No,0
114.83,0,114.83,4.752123598944254,-0.32934523858582204,0,No,0
114.83,0,114.83,4.752123598944254,-0.32934523858582204,0,Yes,1
114.83,0,114.83,4.752123598944254,-0.32934523858582204,0,No,0
114.83,0,114.83,4.752123598944254,-0.32934523858582204,0,No,0
114.83,0,114.83,4.752123598944254,-0.32934523858582204,0,No,0
115.0,0,115.0,4.7535901911063645,-0.32769866450227947,0,No,0
115.0,0,115.0,4.7535901911063645,-0.32769866450227947,0,No,0
115.0,0,115.0,4.7535901911063645,-0.32769866450227947,0,Yes,1
115.0,0,115.0,4.7535901911063645,-0.32769866450227947,0,No,0
115.0,0,115.0,4.7535901911063645,-0.32769866450227947,0,No,0
115.17,0,115.17,4.755054635525384,-0.3260520904187369,0,No,0
115.17,0,115.17,4.755054635525384,-0.3260520904187369,0,No,0
115.33,0,115.33,4.756430979828675,-0.3245023736342263,0,No,0
115.33,0,115.33,4.756430979828675,-0.3245023736342263,0,No,0
115.33,0,115.33,4.756430979828675,-0.3245023736342263,0,No,0
115.33,0,115.33,4.756430979828675,-0.3245023736342263,0,No,0
115.5,0,115.5,4.757891273005756,-0.3228557995506837,0,No,0
115.5,0,115.5,4.757891273005756,-0.3228557995506837,0,No,0
115.5,0,115.5,4.757891273005756,-0.3228557995506837,0,No,0
115.5,0,115.5,4.757891273005756,-0.3228557995506837,0,No,0
115.67,0,115.67,4.759349436835766,-0.3212092254671412,0,No,0
115.67,0,115.67,4.759349436835766,-0.3212092254671412,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
115.83,0,115.83,4.760719886729057,-0.3196595086826306,0,No,0
116.0,0,116.0,4.762173934797756,-0.318012934599088,0,No,0
116.0,0,116.0,4.762173934797756,-0.318012934599088,0,No,0
116.0,0,116.0,4.762173934797756,-0.318012934599088,0,No,0
116.0,0,116.0,4.762173934797756,-0.318012934599088,0,No,0
116.17,0,116.17,4.763625871680064,-0.31636636051554545,0,No,0
116.17,0,116.17,4.763625871680064,-0.31636636051554545,0,No,0
116.17,0,116.17,4.763625871680064,-0.31636636051554545,0,No,0
116.17,0,116.17,4.763625871680064,-0.31636636051554545,0,No,0
116.33,0,116.33,4.764990477435532,-0.31481664373103485,0,No,0
116.33,0,116.33,4.764990477435532,-0.31481664373103485,0,No,0
116.33,0,116.33,4.764990477435532,-0.31481664373103485,0,No,0
116.33,0,116.33,4.764990477435532,-0.31481664373103485,0,No,0
116.33,0,116.33,4.764990477435532,-0.31481664373103485,0,No,0
116.5,0,116.5,4.7664383335842135,-0.31317006964749233,0,No,0
116.5,0,116.5,4.7664383335842135,-0.31317006964749233,0,No,0
116.5,0,116.5,4.7664383335842135,-0.31317006964749233,0,No,0
116.5,0,116.5,4.7664383335842135,-0.31317006964749233,0,No,0
116.5,0,116.5,4.7664383335842135,-0.31317006964749233,0,No,0
116.5,0,116.5,4.7664383335842135,-0.31317006964749233,0,No,0
116.67,0,116.67,4.7678840964758376,-0.31152349556394976,0,No,0
116.67,0,116.67,4.7678840964758376,-0.31152349556394976,0,No,0
116.67,0,116.67,4.7678840964758376,-0.31152349556394976,0,No,0
116.67,0,116.67,4.7678840964758376,-0.31152349556394976,0,No,0
116.83,0,116.83,4.769242907725249,-0.30997377877943916,0,No,0
116.83,0,116.83,4.769242907725249,-0.30997377877943916,0,No,0
116.83,0,116.83,4.769242907725249,-0.30997377877943916,0,No,0
116.83,0,116.83,4.769242907725249,-0.30997377877943916,0,No,0
116.83,0,116.83,4.769242907725249,-0.30997377877943916,0,No,0
117.0,0,117.0,4.770684624465665,-0.3083272046958966,0,No,0
117.0,0,117.0,4.770684624465665,-0.3083272046958966,0,No,0
117.0,0,117.0,4.770684624465665,-0.3083272046958966,0,No,0
117.0,0,117.0,4.770684624465665,-0.3083272046958966,0,No,0
117.0,0,117.0,4.770684624465665,-0.3083272046958966,0,No,0
117.17,0,117.17,4.772124265650924,-0.306680630612354,0,No,0
117.17,0,117.17,4.772124265650924,-0.306680630612354,0,No,0
117.17,0,117.17,4.772124265650924,-0.306680630612354,0,No,0
117.17,0,117.17,4.772124265650924,-0.306680630612354,0,No,0
117.33,0,117.33,4.773477331396467,-0.30513091382784346,0,No,0
117.33,0,117.33,4.773477331396467,-0.30513091382784346,0,No,0
117.33,0,117.33,4.773477331396467,-0.30513091382784346,0,No,0
117.33,0,117.33,4.773477331396467,-0.30513091382784346,0,No,0
117.33,0,117.33,4.773477331396467,-0.30513091382784346,0,No,0
117.33,0,117.33,4.773477331396467,-0.30513091382784346,0,Yes,1
117.33,0,117.33,4.773477331396467,-0.30513091382784346,0,No,0
117.5,0,117.5,4.774912960575186,-0.3034843397443009,0,No,0
117.5,0,117.5,4.774912960575186,-0.3034843397443009,0,No,0
117.5,0,117.5,4.774912960575186,-0.3034843397443009,0,No,0
117.67,0,117.67,4.7763465316770475,-0.3018377656607583,0,No,0
117.67,0,117.67,4.7763465316770475,-0.3018377656607583,0,No,0
117.67,0,117.67,4.7763465316770475,-0.3018377656607583,0,Yes,1
118.0,0,118.0,4.77912349311153,-0.29864147479270514,0,No,0
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,No,0
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,No,0
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,No,0
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,Yes,1
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,No,0
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,No,0
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,No,0
118.17,0,118.17,4.7805510451027144,-0.2969949007091626,0,No,0
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,No,0
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,No,0
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,No,0
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,No,0
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,No,0
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,Yes,1
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,No,0
118.33,0,118.33,4.781892764381564,-0.295445183924652,0,No,0
118.5,0,118.5,4.783316371371566,-0.29379860984110945,0,No,0
