TotalRevenue,TotalRevenue_missing,TotalRevenue_imputed_median,TotalRevenue_log1p,TotalRevenue_zscore,TotalRevenue_iqr_outlier,CHURN,churn_binary
52.67,0,52.67,3.9828541861887374,-0.9314102093682014,0,No,0
52.67,0,52.67,3.9828541861887374,-0.9314102093682014,0,No,0
52.83,0,52.83,3.985830932572866,-0.9298604925836909,0,No,0
52.83,0,52.83,3.985830932572866,-0.9298604925836909,0,No,0
52.83,0,52.83,3.985830932572866,-0.9298604925836909,0,No,0
52.83,0,52.83,3.985830932572866,-0.9298604925836909,0,No,0
52.83,0,52.83,3.985830932572866,-0.9298604925836909,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9282139185001482,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9282139185001482,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9282139185001482,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9282139185001482,0,No,0
53.0,0,53.0,3.9889840465642745,-0.9282139185001482,0,No,0
53.17,0,53.17,3.9921272496698075,-0.9265673444166057,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9250176276320952,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9250176276320952,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9250176276320952,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9250176276320952,0,No,0
53.33,0,53.33,3.9950765605634317,-0.9250176276320952,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9233710535485525,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9233710535485525,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9233710535485525,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9233710535485525,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9233710535485525,0,Yes,1
53.5,0,53.5,3.9982007016691985,-0.9233710535485525,0,No,0
53.5,0,53.5,3.9982007016691985,-0.9233710535485525,0,No,0
53.67,0,53.67,4.001315112906908,-0.92172447946501,0,No,0
53.67,0,53.67,4.001315112906908,-0.92172447946501,0,No,0
53.67,0,53.67,4.001315112906908,-0.92172447946501,0,No,0
53.67,0,53.67,4.001315112906908,-0.92172447946501,0,No,0
53.67,0,53.67,4.001315112906908,-0.92172447946501,0,No,0
53.83,0,53.83,4.004237489415957,-0.9201747626804994,0,No,0
53.83,0,53.83,4.004237489415957,-0.9201747626804994,0,No,0
54.0,0,54.0,4.007333185232471,-0.9185281885969568,0,No,0
54.0,0,54.0,4.007333185232471,-0.9185281885969568,0,No,0
54.0,0,54.0,4.007333185232471,-0.9185281885969568,0,No,0
54.0,0,54.0,4.007333185232471,-0.9185281885969568,0,No,0
54.17,0,54.17,4.01041932728434,-0.9168816145134143,0,No,0
54.17,0,54.17,4.01041932728434,-0.9168816145134143,0,No,0
54.33,0,54.33,4.013315256910018,-0.9153318977289037,0,No,0
54.33,0,54.33,4.013315256910018,-0.9153318977289037,0,No,0
54.33,0,54.33,4.013315256910018,-0.9153318977289037,0,No,0
54.33,0,54.33,4.013315256910018,-0.9153318977289037,0,No,0
54.33,0,54.33,4.013315256910018,-0.9153318977289037,0,No,0
54.5,0,54.5,4.0163830207523885,-0.9136853236453611,0,No,0
54.5,0,54.5,4.0163830207523885,-0.9136853236453611,0,No,0
54.5,0,54.5,4.0163830207523885,-0.9136853236453611,0,No,0
54.67,0,54.67,4.019441402195416,-0.9120387495618185,0,No,0
54.67,0,54.67,4.019441402195416,-0.9120387495618185,0,No,0
