Active_subscribers,Active_subscribers_missing,Active_subscribers_imputed_median,Active_subscribers_log1p,Active_subscribers_zscore,Active_subscribers_iqr_outlier,CHURN,churn_binary
24,0,24,3.2188758248682006,2.428899875769881,1,Yes,1
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
3,0,3,1.3862943611198906,-0.7147521307304427,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,Yes,1
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,Yes,1
5,0,5,1.791759469228055,-0.4153567015399357,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
24,0,24,3.2188758248682006,2.428899875769881,1,No,0
38,0,38,3.6635616461296463,4.52466788010343,1,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,Yes,1
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
20,0,20,3.044522437723423,1.830109017388867,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
31,0,31,3.4657359027997265,3.4767838779366556,1,Yes,1
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,Yes,1
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
35,0,35,3.58351893845611,4.0755747363176695,1,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
38,0,38,3.6635616461296463,4.52466788010343,1,No,0
5,0,5,1.791759469228055,-0.4153567015399357,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,Yes,1
20,0,20,3.044522437723423,1.830109017388867,1,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
29,0,29,3.4011973816621555,3.177388448746149,1,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
25,0,25,3.258096538021482,2.5785975903651344,1,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,Yes,1
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
2,0,2,1.0986122886681098,-0.8644498453256962,0,Yes,1
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
28,0,28,3.367295829986474,3.027690734150895,1,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
3,0,3,1.3862943611198906,-0.7147521307304427,0,No,0
20,0,20,3.044522437723423,1.830109017388867,1,Yes,1
25,0,25,3.258096538021482,2.5785975903651344,1,Yes,1
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,Yes,1
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,Yes,1
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
2,0,2,1.0986122886681098,-0.8644498453256962,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
28,0,28,3.367295829986474,3.027690734150895,1,Yes,1
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,Yes,1
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
24,0,24,3.2188758248682006,2.428899875769881,1,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
28,0,28,3.367295829986474,3.027690734150895,1,Yes,1
22,0,22,3.1354942159291497,2.1295044465793738,1,Yes,1
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
2,0,2,1.0986122886681098,-0.8644498453256962,0,No,0
39,0,39,3.6888794541139363,4.674365594698684,1,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
40,0,40,3.713572066704308,4.824063309293938,1,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,Yes,1
33,0,33,3.5263605246161616,3.7761793071271628,1,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,Yes,1
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
1,0,1,0.6931471805599453,-1.0141475599209497,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
30,0,30,3.4339872044851463,3.327086163341402,1,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,Yes,1
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,Yes,1
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,Yes,1
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
29,0,29,3.4011973816621555,3.177388448746149,1,Yes,1
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
26,0,26,3.295836866004329,2.728295304960388,1,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
26,0,26,3.295836866004329,2.728295304960388,1,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
5,0,5,1.791759469228055,-0.4153567015399357,0,Yes,1
3,0,3,1.3862943611198906,-0.7147521307304427,0,No,0
3,0,3,1.3862943611198906,-0.7147521307304427,0,No,0
38,0,38,3.6635616461296463,4.52466788010343,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
24,0,24,3.2188758248682006,2.428899875769881,1,Yes,1
26,0,26,3.295836866004329,2.728295304960388,1,Yes,1
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,Yes,1
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
31,0,31,3.4657359027997265,3.4767838779366556,1,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
24,0,24,3.2188758248682006,2.428899875769881,1,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
5,0,5,1.791759469228055,-0.4153567015399357,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
5,0,5,1.791759469228055,-0.4153567015399357,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
25,0,25,3.258096538021482,2.5785975903651344,1,Yes,1
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
33,0,33,3.5263605246161616,3.7761793071271628,1,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
38,0,38,3.6635616461296463,4.52466788010343,1,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,Yes,1
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,Yes,1
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
38,0,38,3.6635616461296463,4.52466788010343,1,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
26,0,26,3.295836866004329,2.728295304960388,1,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
1,0,1,0.6931471805599453,-1.0141475599209497,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
23,0,23,3.1780538303479458,2.2792021611746276,1,Yes,1
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,Yes,1
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
28,0,28,3.367295829986474,3.027690734150895,1,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
25,0,25,3.258096538021482,2.5785975903651344,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,Yes,1
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
72,0,72,4.290459441148391,9.614390176342049,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,Yes,1
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
1,0,1,0.6931471805599453,-1.0141475599209497,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
20,0,20,3.044522437723423,1.830109017388867,1,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,Yes,1
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
24,0,24,3.2188758248682006,2.428899875769881,1,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
20,0,20,3.044522437723423,1.830109017388867,1,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,Yes,1
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
27,0,27,3.332204510175204,2.8779930195556416,1,No,0
32,0,32,3.4965075614664802,3.626481592531909,1,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
14,0,14,2.70805020110221,0.9319227298173459,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
30,0,30,3.4339872044851463,3.327086163341402,1,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,Yes,1
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,Yes,1
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
20,0,20,3.044522437723423,1.830109017388867,1,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
32,0,32,3.4965075614664802,3.626481592531909,1,No,0
29,0,29,3.4011973816621555,3.177388448746149,1,No,0
7,0,7,2.0794415416798357,-0.11596127234942867,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,Yes,1
4,0,4,1.6094379124341003,-0.5650544161351893,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
28,0,28,3.367295829986474,3.027690734150895,1,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
24,0,24,3.2188758248682006,2.428899875769881,1,Yes,1
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
83,0,83,4.430816798843313,11.261065036889837,1,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
1,0,1,0.6931471805599453,-1.0141475599209497,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
23,0,23,3.1780538303479458,2.2792021611746276,1,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
5,0,5,1.791759469228055,-0.4153567015399357,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
22,0,22,3.1354942159291497,2.1295044465793738,1,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
15,0,15,2.772588722239781,1.0816204444125994,0,No,0
16,0,16,2.833213344056216,1.2313181590078528,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
1,0,1,0.6931471805599453,-1.0141475599209497,0,No,0
20,0,20,3.044522437723423,1.830109017388867,1,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
20,0,20,3.044522437723423,1.830109017388867,1,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,No,0
8,0,8,2.1972245773362196,0.033736442245824845,0,No,0
11,0,11,2.4849066497880004,0.4828295860315854,0,No,0
49,0,49,3.912023005428146,6.17134274065122,1,No,0
10,0,10,2.3978952727983707,0.3331318714363319,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,Yes,1
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
6,0,6,1.9459101490553132,-0.2656589869446822,0,No,0
21,0,21,3.091042453358316,1.9798067319841204,1,No,0
9,0,9,2.302585092994046,0.18343415684107836,0,No,0
13,0,13,2.6390573296152584,0.7822250152220924,0,Yes,1
1,0,1,0.6931471805599453,-1.0141475599209497,0,Yes,1
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
12,0,12,2.5649493574615367,0.6325273006268389,0,No,0
18,0,18,2.9444389791664403,1.5307135881983598,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
19,0,19,2.995732273553991,1.6804113027936134,0,No,0
17,0,17,2.8903717578961645,1.3810158736031064,0,No,0
24,0,24,3.2188758248682006,2.428899875769881,1,No,0
30,0,30,3.4339872044851463,3.327086163341402,1,No,0
