ARPU,ARPU_missing,ARPU_imputed_median,ARPU_log1p,ARPU_zscore,ARPU_iqr_outlier,CHURN,churn_binary
7.42,0,7.42,2.130609828254235,-0.745955717537076,0,No,0
11.13,0,11.13,2.495681722955959,-0.5833644448685691,0,No,0
14.83,0,14.83,2.761906873892921,-0.4212114236088724,0,No,0
14.89,0,14.89,2.7656899805486246,-0.41858191515601245,0,No,0
8.93,0,8.93,2.295560478057081,-0.6797797548067672,0,No,0
14.94,0,14.94,2.768831673362069,-0.4163906581119625,0,No,0
14.94,0,14.94,2.768831673362069,-0.4163906581119625,0,No,0
14.94,0,14.94,2.768831673362069,-0.4163906581119625,0,No,0
14.94,0,14.94,2.768831673362069,-0.4163906581119625,0,No,0
11.25,0,11.25,2.505525936990736,-0.5781054279628492,0,No,0
15.0,0,15.0,2.772588722239781,-0.41376114965910255,0,No,0
15.06,0,15.06,2.7763317085186157,-0.41113164120624257,0,No,0
9.03,0,9.03,2.305580601973844,-0.6753972407186674,0,No,0
11.29,0,11.29,2.5087859235779435,-0.5763524223276093,0,No,0
22.59,0,22.59,3.1608228934195837,-0.08112833037231926,0,No,0
15.11,0,15.11,2.779440197188883,-0.4089403841621927,0,No,0
22.67,0,22.67,3.1642084235258925,-0.07762231910183924,0,No,0
15.11,0,15.11,2.779440197188883,-0.4089403841621927,0,No,0
15.11,0,15.11,2.779440197188883,-0.4089403841621927,0,No,0
9.1,0,9.1,2.312535423847214,-0.6723294808569974,0,No,0
11.42,0,11.42,2.519308076505333,-0.5706551540130794,0,No,0
11.42,0,11.42,2.519308076505333,-0.5706551540130794,0,No,0
15.22,0,15.22,2.7862450486872667,-0.40411961866528273,0,No,0
15.22,0,15.22,2.7862450486872667,-0.40411961866528273,0,No,0
9.13,0,9.13,2.315501318260592,-0.6710147266305674,0,No,0
9.17,0,9.17,2.3194422100604686,-0.6692617209953274,0,No,0
11.5,0,11.5,2.5257286443082556,-0.5671491427425995,0,No,0
15.33,0,15.33,2.7930039069823738,-0.3992988531683728,0,No,0
15.33,0,15.33,2.7930039069823738,-0.3992988531683728,0,No,0
46.0,0,46.0,3.8501476017100584,0.9448182176518701,0,No,0
11.5,0,11.5,2.5257286443082556,-0.5671491427425995,0,No,0
9.2,0,9.2,2.322387720290225,-0.6679469667688975,0,No,0
15.33,0,15.33,2.7930039069823738,-0.3992988531683728,0,No,0
11.5,0,11.5,2.5257286443082556,-0.5671491427425995,0,No,0
15.39,0,15.39,2.7966713927557385,-0.3966693447155129,0,No,0
11.54,0,11.54,2.5289235352047745,-0.5653961371073596,0,No,0
23.09,0,23.09,3.18179681662678,-0.05921575993181969,0,No,0
