한글컬럼명,간단설명,값_또는_구간,전체건수,이탈Yes수,잔류No수,이탈률,잔류율,이탈률_퍼센트,잔류율_퍼센트,최솟값,최댓값
평균 유선 매출,평균 유선 서비스 매출이다. 번들/고착 효과 확인에 사용한다.,"(-0.001, 480.5]",8453,549,7904,0.06494735596829528,0.9350526440317047,6.4947355968295275,93.50526440317047,0.0,480.5
