variant,model,train_data,threshold,f1,recall,precision,accuracy,balanced_accuracy,roc_auc,pr_auc,average_precision,mcc,tp,fp,fn,tn
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.33,0.12462189957652753,0.944954128440367,0.0667098445595855,0.14226437462951985,0.5158864431808933,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.028043470029727312,103,1441,6,137
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.35,0.12453760789149199,0.926605504587156,0.0667547918043622,0.15826911677534083,0.5159009778956059,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.02570552568732268,101,1412,8,166
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.37,0.1258741258741259,0.908256880733945,0.06762295081967214,0.18494368701837582,0.5216189346635505,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.03138398324000747,99,1365,10,213
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.39,0.12373907195696032,0.8440366972477065,0.06676342525399129,0.22762299940723177,0.5145405285985047,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.018483026683297973,92,1286,17,292
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.41,0.12875536480686695,0.8256880733944955,0.06982156710628394,0.27800829875518673,0.5329327565958536,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.03813790509423507,90,1199,19,379
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.43,0.1337432744043044,0.7981651376146789,0.07298657718120806,0.33195020746887965,0.5489558260950453,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.052864046130478924,87,1105,22,473
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.45,0.13378492802709568,0.7247706422018348,0.07369402985074627,0.3935981031416716,0.5477465378309554,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.04877571891415126,79,993,30,585
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.47,0.14218009478672985,0.6880733944954128,0.07928118393234672,0.46354475400118555,0.5680544412274275,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.06742152077942075,75,871,34,707
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.49,0.1422319474835886,0.5963302752293578,0.08074534161490683,0.5352697095435685,0.5636911198706991,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.06269651431563748,65,740,44,838
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.51,0.14213197969543148,0.5137614678899083,0.08247422680412371,0.5992886781268524,0.559478959546982,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.05963413906797917,56,623,53,955
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.53,0.13210445468509985,0.3944954128440367,0.07933579335793357,0.6650859513930053,0.5391361728351997,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.04120716254519154,43,499,66,1079
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.55,0.13358778625954199,0.3211009174311927,0.08433734939759036,0.7308832246591582,0.5401448820362554,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.04583099924153889,35,380,74,1198
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.57,0.1351981351981352,0.26605504587155965,0.090625,0.7800829875518672,0.5408221997418635,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.05119574898050585,29,291,80,1287
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.59,0.14619883040935672,0.22935779816513763,0.1072961373390558,0.8269116775340841,0.5487726886896664,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.06950455672022696,25,208,84,1370
with_billing_zip,LogisticRegression_balanced_C1.0,original,0.61,0.15770609318996415,0.2018348623853211,0.12941176470588237,0.8606994665085952,0.5540226276438647,0.5816007953395891,0.10171446670912218,0.10171446670912218,0.08823790683704205,22,148,87,1430
