variant,model,train_kind,group_level,billing_zip_group,rows,positives,churn_rate,predicted_positives,predicted_positive_rate,tp,fp,fn,tn,f1,recall,precision,pr_auc,avg_score,overall_test_f1,overall_test_recall,f1_delta_vs_model_overall,recall_delta_vs_model_overall,support_flag
with_billing_zip,BalancedBagging_original,original,zip_value,4107,3,1,0.3333333333333333,2,0.6666666666666666,1,1,0,1,0.6666666666666666,1.0,0.5,0.5,0.532198561543928,0.15256257449344457,0.5871559633027523,0.5141040921732221,0.4128440366972477,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,4109,3,1,0.3333333333333333,0,0.0,0,0,1,2,0.0,0.0,,0.3333333333333333,0.4560528823118834,0.15256257449344457,0.5871559633027523,-0.15256257449344457,-0.5871559633027523,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,4581,3,1,0.3333333333333333,2,0.6666666666666666,1,1,0,1,0.6666666666666666,1.0,0.5,0.5,0.5035946836236557,0.15256257449344457,0.5871559633027523,0.5141040921732221,0.4128440366972477,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,6260,3,1,0.3333333333333333,1,0.3333333333333333,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.4812432378881866,0.15256257449344457,0.5871559633027523,-0.15256257449344457,-0.5871559633027523,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,6900,3,1,0.3333333333333333,2,0.6666666666666666,1,1,0,1,0.6666666666666666,1.0,0.5,1.0,0.5475363264334766,0.15256257449344457,0.5871559633027523,0.5141040921732221,0.4128440366972477,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,4016,3,0,0.0,3,1.0,0,3,0,0,0.0,,0.0,,0.6471050244254539,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4108,3,0,0.0,1,0.3333333333333333,0,1,0,2,0.0,,0.0,,0.46096502862534533,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4130,3,0,0.0,1,0.3333333333333333,0,1,0,2,0.0,,0.0,,0.4311643124357471,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4197,3,0,0.0,0,0.0,0,0,0,3,,,,,0.38362108901499553,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4224,3,0,0.0,0,0.0,0,0,0,3,,,,,0.417980480547423,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4409,3,0,0.0,1,0.3333333333333333,0,1,0,2,0.0,,0.0,,0.41094199995283304,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4579,3,0,0.0,0,0.0,0,0,0,3,,,,,0.42615023202347685,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4800,3,0,0.0,0,0.0,0,0,0,3,,,,,0.40557301784913774,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,6750,3,0,0.0,1,0.3333333333333333,0,1,0,2,0.0,,0.0,,0.47580941153196304,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4241,2,1,0.5,2,1.0,1,1,0,0,0.6666666666666666,1.0,0.5,0.5,0.5989256494124021,0.15256257449344457,0.5871559633027523,0.5141040921732221,0.4128440366972477,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,4770,2,1,0.5,2,1.0,1,1,0,0,0.6666666666666666,1.0,0.5,0.5,0.5978581518814434,0.15256257449344457,0.5871559633027523,0.5141040921732221,0.4128440366972477,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,4830,2,1,0.5,1,0.5,1,0,0,1,1.0,1.0,1.0,1.0,0.4869230427353184,0.15256257449344457,0.5871559633027523,0.8474374255065554,0.4128440366972477,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,6884,2,1,0.5,2,1.0,1,1,0,0,0.6666666666666666,1.0,0.5,1.0,0.5589879552425714,0.15256257449344457,0.5871559633027523,0.5141040921732221,0.4128440366972477,small_support
with_billing_zip,BalancedBagging_original,original,zip_value,1000,2,0,0.0,2,1.0,0,2,0,0,0.0,,0.0,,0.5167576268268084,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,1505,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.46992880325959113,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4015,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.5221962996456762,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4027,2,0,0.0,0,0.0,0,0,0,2,,,,,0.45909839346241377,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4110,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.45472244822528807,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4113,2,0,0.0,0,0.0,0,0,0,2,,,,,0.4481847015980025,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4120,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.509360074101332,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4121,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.44243615675412507,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4142,2,0,0.0,0,0.0,0,0,0,2,,,,,0.4612764415044601,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4173,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.48988316721811265,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4218,2,0,0.0,2,1.0,0,2,0,0,0.0,,0.0,,0.541656292760903,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4288,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.5460709964287257,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4407,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.4292996523198625,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4492,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.5421829337253369,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4580,2,0,0.0,2,1.0,0,2,0,0,0.0,,0.0,,0.5808135760079336,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4601,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.5306457797668901,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4641,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.500802166581892,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4900,2,0,0.0,0,0.0,0,0,0,2,,,,,0.4059942272523066,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,4980,2,0,0.0,0,0.0,0,0,0,2,,,,,0.3408391347388271,0.15256257449344457,0.5871559633027523,,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,6001,2,0,0.0,1,0.5,0,1,0,1,0.0,,0.0,,0.4997265626066474,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,6058,2,0,0.0,2,1.0,0,2,0,0,0.0,,0.0,,0.6344045621189696,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
with_billing_zip,BalancedBagging_original,original,zip_value,6420,2,0,0.0,2,1.0,0,2,0,0,0.0,,0.0,,0.5310509205897925,0.15256257449344457,0.5871559633027523,-0.15256257449344457,,no_positive
