experiment,variant,model,f1,recall,precision,pr_auc
A_billing_zip_variant,with_billing_zip,BalancedBagging_original,0.1525625744934445,0.5871559633027523,0.0876712328767123,0.0870947318001563
A_billing_zip_variant,without_billing_zip,BalancedBagging_original,0.139697322467986,0.5504587155963303,0.08,0.0797591544617349
A_billing_zip_variant,with_billing_zip,EasyEnsemble_original,0.1283851554663992,0.5871559633027523,0.072072072072072,0.0845346355161077
A_billing_zip_variant,without_billing_zip,EasyEnsemble_original,0.1268498942917547,0.5504587155963303,0.07168458781362,0.0816895240393907
A_billing_zip_variant,with_billing_zip,LogisticRegression_SMOTE,0.1286549707602339,0.2018348623853211,0.0944206008583691,0.0813107424427292
A_billing_zip_variant,without_billing_zip,LogisticRegression_SMOTE,0.1681159420289855,0.2660550458715596,0.1228813559322034,0.0878745553765331
