variant,model,scenario,fn_cost,fp_cost,tp_benefit,retention_rate,cost_ratio,theoretical_threshold,threshold,expected_net_value,tp,fp,fn,tn,recall,precision,f1
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.36,58800.0,93,1301,16,278,0.8532110091743119,0.0667144906743185,0.12375249500998003
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.37,39360.0,90,1247,19,332,0.8256880733944955,0.06731488406881077,0.12448132780082988
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.38,29280.0,88,1187,21,392,0.8073394495412844,0.06901960784313725,0.12716763005780346
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.39,9120.0,85,1139,24,440,0.7798165137614679,0.06944444444444445,0.1275318829707427
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.4,-2040.0,83,1088,26,491,0.7614678899082569,0.07087959009393681,0.1296875
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.41,-4320.0,82,1035,27,544,0.7522935779816514,0.07341092211280215,0.13376835236541598
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.42,-16920.0,80,996,29,583,0.7339449541284404,0.07434944237918216,0.1350210970464135
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.43,-47880.0,76,966,33,613,0.6972477064220184,0.07293666026871401,0.13205907906168549
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.44,-51120.0,75,921,34,658,0.6880733944954128,0.07530120481927711,0.13574660633484162
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.45,-72480.0,72,883,37,696,0.6605504587155964,0.07539267015706806,0.13533834586466165
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.46,-68760.0,72,852,37,727,0.6605504587155964,0.07792207792207792,0.1393998063891578
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.47,-91440.0,69,825,40,754,0.6330275229357798,0.07718120805369127,0.13758723828514458
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.48,-111840.0,66,779,43,800,0.6055045871559633,0.07810650887573964,0.13836477987421383
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.49,-123720.0,64,734,45,845,0.5871559633027523,0.08020050125313283,0.14112458654906285
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.5,-115560.0,64,666,45,913,0.5871559633027523,0.08767123287671233,0.15256257449344457
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.51,-135360.0,61,615,48,964,0.5596330275229358,0.09023668639053255,0.1554140127388535
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.52,-239880.0,48,550,61,1029,0.44036697247706424,0.0802675585284281,0.13578500707213578
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.53,-268800.0,44,503,65,1076,0.4036697247706422,0.08043875685557587,0.13414634146341464
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.54,-287520.0,41,443,68,1136,0.3761467889908257,0.08471074380165289,0.13827993254637436
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.55,-313680.0,37,373,72,1206,0.3394495412844037,0.09024390243902439,0.14258188824662812
with_billing_zip,BalancedBagging_original,paper_baseline,5400.0,120.0,3240.0,0.6,45.0,0.03571428571428571,0.56,-349200.0,32,309,77,1270,0.29357798165137616,0.093841642228739,0.14222222222222222
