column,column_ko,column_description,value,rows,yes_count,no_count,churners,churn_rate,yes_rate,no_rate,yes_rate_percent,no_rate_percent,total_revenue_mean,arpu_mean,active_rate_mean,path
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4580,13,1,12,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,7.6923076923076925,92.3076923076923,152.23999999999998,15.814615384615385,0.8944646684584765,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4580_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6304,13,0,13,0,0.0,0.0,1.0,0.0,100.0,266.1923076923077,20.339999999999996,0.9094175840499369,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6304_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4701,12,3,9,3,0.25,0.25,0.75,25.0,75.0,138.06916666666666,26.225833333333338,0.7545177045177045,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4701_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4224,11,1,10,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,9.090909090909092,90.9090909090909,122.31818181818181,33.52181818181818,0.8331622678396872,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4224_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4579,11,1,10,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,9.090909090909092,90.9090909090909,111.0909090909091,23.172727272727272,0.8373278236914601,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4579_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,8900,11,1,10,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,9.090909090909092,90.9090909090909,196.2709090909091,23.98818181818182,0.9617715617715618,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_8900_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4021,10,2,8,2,0.2,0.2,0.8,20.0,80.0,164.13400000000001,27.218,0.7535009578544061,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4021_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4581,10,2,8,2,0.2,0.2,0.8,20.0,80.0,183.599,26.1,0.7749999999999999,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4581_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4013,10,1,9,1,0.1,0.1,0.9,10.0,90.0,116.351,25.911,0.7877777777777778,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4013_churn.csv
Billing_ZIP,청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4124,10,1,9,1,0.1,0.1,0.9,10.0,90.0,113.451,17.717000000000002,0.9447619047619048,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4124_churn.csv
