variant,model,train_data,threshold,f1,recall,precision,accuracy,balanced_accuracy,roc_auc,pr_auc,average_precision,mcc,tp,fp,fn,tn
with_billing_zip,BalancedBagging_original,original,0.31,0.12360211889346674,0.963302752293578,0.0660377358490566,0.11736810906935388,0.511119056755154,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.023484442874008367,105,1485,4,93
with_billing_zip,BalancedBagging_original,original,0.32,0.12358882947118241,0.9541284403669725,0.06607369758576874,0.12566686425607587,0.5112847525028779,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.02219459358581062,104,1470,5,108
with_billing_zip,BalancedBagging_original,original,0.28,0.12321734169994296,0.9908256880733946,0.06569343065693431,0.08891523414344991,0.5087208288275717,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.027206293063218027,108,1536,1,42
with_billing_zip,BalancedBagging_original,original,0.27,0.12203389830508475,0.9908256880733946,0.0650210716435882,0.07883817427385892,0.5033342635550749,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.013308379580453212,108,1553,1,25
with_billing_zip,BalancedBagging_original,original,0.3,0.12202208018593841,0.963302752293578,0.06513647642679901,0.1043272080616479,0.5041482075789816,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.009895644257562931,105,1507,4,71
with_billing_zip,BalancedBagging_original,original,0.29,0.12183908045977011,0.9724770642201835,0.06499080318822809,0.0942501481920569,0.5030319414890525,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.008321403208558866,106,1525,3,53
with_billing_zip,BalancedBagging_original,original,0.25,0.1217877094972067,1.0,0.06484235574063058,0.06816834617664493,0.5019011406844106,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.015701875083666984,109,1572,0,6
with_billing_zip,BalancedBagging_original,original,0.23,0.12151616499442586,1.0,0.06468842729970327,0.06579727326615294,0.5006337135614702,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.009054715197067445,109,1576,0,2
with_billing_zip,BalancedBagging_original,original,0.24,0.12151616499442586,1.0,0.06468842729970327,0.06579727326615294,0.5006337135614702,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.009054715197067445,109,1576,0,2
with_billing_zip,BalancedBagging_original,original,0.21,0.12144846796657381,1.0,0.06465005931198102,0.06520450503852994,0.5003168567807351,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.006400751466496426,109,1577,0,1
with_billing_zip,BalancedBagging_original,original,0.22,0.12144846796657381,1.0,0.06465005931198102,0.06520450503852994,0.5003168567807351,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.006400751466496426,109,1577,0,1
with_billing_zip,BalancedBagging_original,original,0.05,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.06,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.07,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.08,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.09,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.1,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.11,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.12,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.13,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.14,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.15,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.16,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.17,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
with_billing_zip,BalancedBagging_original,original,0.18,0.12138084632516703,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5914814944012279,0.08744859616604915,0.08744859616604915,0.0,109,1578,0,0
