variant,family,model_name,train_kind,threshold,f1,f2,recall,precision,accuracy,balanced_accuracy,roc_auc,pr_auc,mcc,tp,fp,fn,tn,predicted_positive_rate
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.66,0.09523809523809523,0.10833333333333334,0.11926605504587157,0.07926829268292683,0.8535862477771191,0.5117876536319346,0.5847432006604574,0.08801014587665226,0.0195637558560556,13,151,96,1427,0.0972139893301719
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.67,0.07079646017699115,0.07233273056057866,0.07339449541284404,0.06837606837606838,0.8755186721991701,0.5021598586062952,0.5847432006604574,0.08801014587665226,0.004180029129583903,8,109,101,1469,0.06935388263189093
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.68,0.06829268292682927,0.06578947368421052,0.06422018348623854,0.07291666666666667,0.8867812685240071,0.5039098382576946,0.5847432006604574,0.08801014587665226,0.008298217803676592,7,89,102,1489,0.05690574985180794
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.69,0.06382978723404255,0.05825242718446602,0.05504587155963303,0.0759493670886076,0.8956727919383521,0.5043923907861536,0.5847432006604574,0.08801014587665226,0.01022212407526983,6,73,103,1505,0.04682868998221695
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.7,0.06134969325153374,0.05102040816326531,0.045871559633027525,0.09259259259259259,0.9093064611736811,0.5074097975604935,0.5847432006604574,0.08801014587665226,0.02069727236481879,5,49,104,1529,0.032009484291641965
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.71,0.04225352112676056,0.031982942430703626,0.027522935779816515,0.09090909090909091,0.919383521043272,0.504255764467855,0.5847432006604574,0.08801014587665226,0.01510948304854278,3,30,106,1548,0.01956135151155898
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.72,0.030534351145038167,0.021834061135371178,0.01834862385321101,0.09090909090909091,0.9247184350918791,0.5028371763119033,0.5847432006604574,0.08801014587665226,0.012296021388357567,2,20,107,1558,0.013040901007705987
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.73,0.01639344262295082,0.011135857461024499,0.009174311926605505,0.07692307692307693,0.9288678126852401,0.5007848745944815,0.5847432006604574,0.08801014587665226,0.004413139062970722,1,12,108,1566,0.007705986959098993
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.74,0.01694915254237288,0.011235955056179775,0.009174311926605505,0.1111111111111111,0.9312388855957321,0.5020523017174219,0.5847432006604574,0.08801014587665226,0.013852262718637322,1,8,108,1570,0.005334914048606995
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.75,0.017391304347826087,0.011312217194570135,0.009174311926605505,0.16666666666666666,0.9330171902786011,0.5030028720596272,0.5847432006604574,0.08801014587665226,0.02480127975753516,1,5,108,1573,0.0035566093657379964
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.76,0.017699115044247787,0.011363636363636364,0.009174311926605505,0.25,0.9342027267338471,0.5036365856210975,0.5847432006604574,0.08801014587665226,0.03676364024691597,1,3,108,1575,0.0023710729104919974
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.77,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5847432006604574,0.08801014587665226,0.0,0,0,109,1578,0.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.78,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5847432006604574,0.08801014587665226,0.0,0,0,109,1578,0.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.79,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5847432006604574,0.08801014587665226,0.0,0,0,109,1578,0.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.03_n200_spw20.0,original,0.8,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5847432006604574,0.08801014587665226,0.0,0,0,109,1578,0.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.01,0.12138084632516703,0.2567121997173811,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5705805746444809,0.08731152991125321,0.0,109,1578,0,0,1.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.02,0.12138084632516703,0.2567121997173811,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5705805746444809,0.08731152991125321,0.0,109,1578,0,0,1.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.03,0.12138084632516703,0.2567121997173811,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5705805746444809,0.08731152991125321,0.0,109,1578,0,0,1.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.04,0.12138084632516703,0.2567121997173811,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5705805746444809,0.08731152991125321,0.0,109,1578,0,0,1.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.05,0.12138084632516703,0.2567121997173811,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5705805746444809,0.08731152991125321,0.0,109,1578,0,0,1.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.06,0.12144846796657381,0.25683317624882185,1.0,0.06465005931198102,0.06520450503852994,0.5003168567807351,0.5705805746444809,0.08731152991125321,0.006400751466496426,109,1577,0,1,0.999407231772377
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.07,0.12144846796657381,0.25683317624882185,1.0,0.06465005931198102,0.06520450503852994,0.5003168567807351,0.5705805746444809,0.08731152991125321,0.006400751466496426,109,1577,0,1,0.999407231772377
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.08,0.12144846796657381,0.25683317624882185,1.0,0.06465005931198102,0.06520450503852994,0.5003168567807351,0.5705805746444809,0.08731152991125321,0.006400751466496426,109,1577,0,1,0.999407231772377
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.09,0.12158393753485779,0.25707547169811323,1.0,0.06472684085510688,0.06639004149377593,0.5009505703422054,0.5705805746444809,0.08731152991125321,0.011093008181869195,109,1575,0,3,0.998221695317131
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.1,0.12158393753485779,0.25707547169811323,1.0,0.06472684085510688,0.06639004149377593,0.5009505703422054,0.5705805746444809,0.08731152991125321,0.011093008181869195,109,1575,0,3,0.998221695317131
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.11,0.12192393736017897,0.2576832151300236,1.0,0.06491959499702203,0.06935388263189093,0.5025348542458808,0.5705805746444809,0.08731152991125321,0.01814175906680867,109,1570,0,8,0.995257854179016
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.12,0.12212885154061624,0.25804924242424243,1.0,0.06503579952267304,0.07113218731475993,0.5034854245880862,0.5705805746444809,0.08731152991125321,0.021292128816169056,109,1567,0,11,0.993479549496147
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.13,0.12226584408300617,0.25829383886255924,1.0,0.06511350059737156,0.07231772377000593,0.5041191381495564,0.5705805746444809,0.08731152991125321,0.02316080760085005,109,1565,0,13,0.992294013040901
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.14,0.12288613303269448,0.25940028557829603,1.0,0.06546546546546547,0.07765263781861292,0.5069708491761724,0.5705805746444809,0.08731152991125321,0.0302109214029523,109,1556,0,22,0.9869590989922941
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.15,0.12323346523459582,0.26001908396946566,1.0,0.06566265060240964,0.08061647895672792,0.5085551330798479,0.5705805746444809,0.08731152991125321,0.033518732502264156,109,1551,0,27,0.983995257854179
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.16,0.1235127478753541,0.2605162523900574,1.0,0.06582125603864734,0.08298755186721991,0.5098225602027884,0.5705805746444809,0.08731152991125321,0.035959233864551646,109,1547,0,31,0.981624184943687
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.17,0.12393405343945424,0.26126558005752637,1.0,0.06606060606060606,0.08654416123295791,0.511723700887199,0.5705805746444809,0.08731152991125321,0.03935669665715429,109,1541,0,37,0.978067575577949
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.18,0.12242562929061784,0.25783132530120484,0.981651376146789,0.0652837095790116,0.0906935388263189,0.5054010999872095,0.5705805746444809,0.08731152991125321,0.015972351747428507,107,1532,2,46,0.971547125074096
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.19,0.12169919632606199,0.2561623972933784,0.9724770642201835,0.06491120636864667,0.09306461173681091,0.5023982279275823,0.5705805746444809,0.08731152991125321,0.006698803335023736,106,1527,3,51,0.967990515708358
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.2,0.12233121754183497,0.25728155339805825,0.9724770642201835,0.06527093596059114,0.0983995257854179,0.5052499389541982,0.5705805746444809,0.08731152991125321,0.013614061570260835,106,1518,3,60,0.9626556016597511
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.21,0.12188044109112015,0.25609756097560976,0.963302752293578,0.06505576208178439,0.10314167160640189,0.5035144940175115,0.5705805746444809,0.08731152991125321,0.008492711225859213,105,1509,4,69,0.9567279193835211
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.22,0.12259194395796848,0.25735294117647056,0.963302752293578,0.06546134663341646,0.10906935388263189,0.5066830618248626,0.5705805746444809,0.08731152991125321,0.01519256120749919,105,1499,4,79,0.950800237107291
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.23,0.12323943661971831,0.258493353028065,0.963302752293578,0.06583072100313479,0.11440426793123888,0.5095347728514785,0.5705805746444809,0.08731152991125321,0.020645853338882074,105,1490,4,88,0.945465323058684
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.24,0.12448132780082988,0.26067527308838134,0.963302752293578,0.06653992395437262,0.12448132780082988,0.5149213381239753,0.5705805746444809,0.08731152991125321,0.029842676247950606,105,1473,4,105,0.9353882631890931
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.25,0.12335329341317365,0.25788683024536807,0.944954128440367,0.06598334401024984,0.13218731475992887,0.5104998779083965,0.5705805746444809,0.08731152991125321,0.019637864954277905,103,1458,6,120,0.9253112033195021
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.26,0.12235009085402786,0.25530839231547015,0.926605504587156,0.0654993514915694,0.14107883817427386,0.5067121312542877,0.5705805746444809,0.08731152991125321,0.011774188828701158,101,1441,8,137,0.9140486069946651
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.27,0.1213979153893317,0.25280898876404495,0.908256880733945,0.06504599211563732,0.15056312981624184,0.5032412413809142,0.5705805746444809,0.08731152991125321,0.005364865280184542,99,1423,10,155,0.9021932424422051
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.28,0.12237330037082818,0.2544987146529563,0.908256880733945,0.06560636182902585,0.15826911677534083,0.5073603795304705,0.5705805746444809,0.08731152991125321,0.011779919751088547,99,1410,10,168,0.8944872554831061
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.29,0.12382739212007504,0.2570093457943925,0.908256880733945,0.06644295302013423,0.16953171310017784,0.5133806583644376,0.5705805746444809,0.08731152991125321,0.020485566543950482,99,1391,10,187,0.8832246591582691
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.3,0.12692307692307692,0.26232114467408585,0.908256880733945,0.06822880771881461,0.19264967397747482,0.5257380728131068,0.5705805746444809,0.08731152991125321,0.03648237150674818,99,1352,10,226,0.8601066982809722
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.31,0.1278538812785388,0.26344086021505375,0.8990825688073395,0.06882022471910113,0.2074688796680498,0.5293891931489169,0.5705805746444809,0.08731152991125321,0.0398337816361575,98,1326,11,252,0.8441019561351512
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.32,0.12898936170212766,0.2648825778263244,0.8899082568807339,0.06953405017921147,0.2234736218138708,0.5336740270461972,0.5705805746444809,0.08731152991125321,0.04376362327733416,97,1298,12,280,0.8269116775340841
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.33,0.12818745692625774,0.26152980877390325,0.8532110091743119,0.06929955290611028,0.25014819205690575,0.5308513854490065,0.5705805746444809,0.08731152991125321,0.03760846521094732,93,1249,16,329,0.7954949614700652
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.34,0.13031161473087818,0.2645198389879241,0.8440366972477065,0.07060629316960859,0.2720806164789567,0.5383047871536377,0.5705805746444809,0.08731152991125321,0.044917127771523846,92,1211,17,367,0.7723770005927683
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.35,0.13109978150036417,0.2647058823529412,0.8256880733944955,0.07120253164556962,0.2928275044457617,0.5408541761142313,0.5705805746444809,0.08731152991125321,0.046343569384950205,90,1174,19,404,0.7492590397154713
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.36,0.13413715146948002,0.26904474002418377,0.8165137614678899,0.07307060755336617,0.31890930646117366,0.5505255752840084,0.5705805746444809,0.08731152991125321,0.05544953974327174,89,1129,20,449,0.7219917012448133
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.37,0.13723978411719354,0.27401477832512317,0.8165137614678899,0.07491582491582492,0.3366923532898637,0.5600312787060615,0.5705805746444809,0.08731152991125321,0.06467193348314784,89,1099,20,479,0.7042086544161233
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.38,0.13365155131264916,0.26515151515151514,0.7706422018348624,0.07317073170731707,0.35447540011855366,0.5481854862152766,0.5705805746444809,0.08731152991125321,0.050809820779421,84,1064,25,514,0.6804979253112033
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.39,0.1330049261083744,0.2621359223300971,0.7431192660550459,0.07303877366997295,0.37403675163011263,0.5458308624318322,0.5705805746444809,0.08731152991125321,0.047481571188179646,81,1028,28,550,0.6573799644339063
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.4,0.1329923273657289,0.26,0.7155963302752294,0.07330827067669173,0.3971547125074096,0.5453773793327985,0.5705805746444809,0.08731152991125321,0.046229725779685045,78,986,31,592,0.6307053941908713
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.41,0.13426329555361813,0.26119402985074625,0.7064220183486238,0.07418111753371869,0.41138114997036157,0.5487116428878733,0.5705805746444809,0.08731152991125321,0.04922758107348776,77,961,32,617,0.6152934202726734
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.42,0.13811659192825113,0.2669902912621359,0.7064220183486238,0.07654075546719682,0.4303497332542976,0.5588510598713968,0.5705805746444809,0.08731152991125321,0.0589764308648316,77,929,32,649,0.5963248369887374
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.43,0.1378026070763501,0.26409707351891504,0.6788990825688074,0.0766839378238342,0.45109662122110256,0.5571301496494228,0.5705805746444809,0.08731152991125321,0.05677143216996132,74,891,35,687,0.5720213396561944
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.44,0.13542688910696762,0.2563150074294205,0.6330275229357798,0.07582417582417582,0.47777119146413755,0.5500372088696643,0.5705805746444809,0.08731152991125321,0.04935812059947237,69,841,40,737,0.5394190871369294
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.45,0.13934426229508196,0.26093630084420566,0.6238532110091743,0.0784313725490196,0.5020746887966805,0.5587580376972361,0.5705805746444809,0.08731152991125321,0.057802623816215426,68,799,41,779,0.5139300533491404
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.46,0.13903743315508021,0.25752773375594296,0.5963302752293578,0.07869249394673124,0.5228215767634855,0.5570371274752619,0.5705805746444809,0.08731152991125321,0.056099990792967035,65,761,44,817,0.4896265560165975
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.47,0.14221218961625282,0.25968672712283597,0.5779816513761468,0.08108108108108109,0.5494961470065205,0.5627550842432065,0.5705805746444809,0.08731152991125321,0.06190339322032241,63,714,46,864,0.4605809128630705
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.48,0.13636363636363635,0.24505588993981084,0.5229357798165137,0.07840440165061899,0.5720213396561944,0.5491738468157347,0.5705805746444809,0.08731152991125321,0.04882340969783338,57,670,52,908,0.4309425014819206
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.49,0.1357234314980794,0.23916967509025272,0.48623853211009177,0.07886904761904762,0.5998814463544754,0.5469849187800142,0.5705805746444809,0.08731152991125321,0.04718865151011891,53,619,56,959,0.3983402489626556
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.5,0.1346153846153846,0.23222748815165878,0.44954128440366975,0.0791599353796446,0.6265560165975104,0.5441622771828235,0.5705805746444809,0.08731152991125321,0.04505232957320782,49,570,60,1008,0.3669235328986366
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.51,0.13609467455621302,0.22931206380857427,0.42201834862385323,0.08112874779541446,0.6538233550681684,0.5459267915489354,0.5705805746444809,0.08731152991125321,0.04780378779968253,46,521,63,1057,0.3360995850622407
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.52,0.1396103896103896,0.22799575821845175,0.3944954128440367,0.08481262327416174,0.6858328393598103,0.5502261601609284,0.5705805746444809,0.08731152991125321,0.05386190851845635,43,464,66,1114,0.3005334914048607
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.53,0.13780918727915195,0.21836506159014557,0.3577981651376147,0.08533916849015317,0.7107291049199763,0.5464529482215323,0.5705805746444809,0.08731152991125321,0.051392455773529716,39,418,70,1160,0.2708950800237107
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.54,0.1377952755905512,0.20958083832335328,0.3211009174311927,0.08771929824561403,0.7403675163011263,0.5452145905280171,0.5705805746444809,0.08731152991125321,0.052315570645163734,35,364,74,1214,0.23651452282157676
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.55,0.13390928725701945,0.1962025316455696,0.28440366972477066,0.08757062146892655,0.7622999407231772,0.5398570946849456,0.5705805746444809,0.08731152991125321,0.04812665491520276,31,323,78,1255,0.2098399525785418
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.56,0.12093023255813953,0.17173051519154559,0.23853211009174313,0.08099688473520249,0.7759336099585062,0.5257933047290149,0.5705805746444809,0.08731152991125321,0.032309174894983625,26,295,83,1283,0.1902786010669828
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.57,0.12531328320802004,0.1721763085399449,0.22935779816513763,0.08620689655172414,0.7931238885595732,0.5307118521877653,0.5705805746444809,0.08731152991125321,0.04002262327453105,25,265,84,1313,0.17190278601066983
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.58,0.12394366197183099,0.16129032258064516,0.2018348623853211,0.08943089430894309,0.8156490812092472,0.5299415123079965,0.5705805746444809,0.08731152991125321,0.04171295263893172,22,224,87,1354,0.14582098399525786
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.59,0.10256410256410256,0.12519561815336464,0.14678899082568808,0.07881773399014778,0.8340248962655602,0.5141422774153789,0.5705805746444809,0.08731152991125321,0.021372293360596983,16,187,93,1391,0.12033195020746888
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.6,0.09352517985611511,0.10743801652892562,0.11926605504587157,0.07692307692307693,0.8506224066390041,0.510203369728259,0.5705805746444809,0.08731152991125321,0.016709410558093846,13,156,96,1422,0.1001778304682869
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.61,0.08064516129032258,0.08695652173913043,0.09174311926605505,0.07194244604316546,0.8648488441019562,0.5049970349181987,0.5705805746444809,0.08731152991125321,0.008935446317040886,10,129,99,1449,0.08239478363959692
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.62,0.08888888888888889,0.09057971014492754,0.09174311926605505,0.08620689655172414,0.8784825133372851,0.5122847408751061,0.5705805746444809,0.08731152991125321,0.023869628354367272,10,106,99,1472,0.06876111440426794
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.63,0.06763285024154589,0.06554307116104868,0.06422018348623854,0.07142857142857142,0.8855957320687611,0.5032761246962245,0.5705805746444809,0.08731152991125321,0.006886240419828109,7,91,102,1487,0.058091286307053944
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.64,0.05102040816326531,0.04780114722753346,0.045871559633027525,0.05747126436781609,0.8897451096621221,0.4969535237962349,0.5705805746444809,0.08731152991125321,-0.006772903948512258,5,82,104,1496,0.051570835803200946
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.65,0.055248618784530384,0.04921259842519685,0.045871559633027525,0.06944444444444445,0.8986366330764671,0.5017063755072615,0.5705805746444809,0.08731152991125321,0.004150676071029956,5,67,104,1511,0.04267931238885596
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.66,0.04819277108433735,0.04056795131845842,0.03669724770642202,0.07017543859649122,0.9063426200355661,0.5015552144742503,0.5705805746444809,0.08731152991125321,0.004232098855117877,4,53,105,1525,0.033787788974510964
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.67,0.05263157894736842,0.04175365344467641,0.03669724770642202,0.09302325581395349,0.9146413752222881,0.5059912094045418,0.5705805746444809,0.08731152991125321,0.018690723334430785,4,39,105,1539,0.025489033787788974
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.68,0.0547945205479452,0.042283298097251586,0.03669724770642202,0.10810810810810811,0.918197984588026,0.5078923500889525,0.5705805746444809,0.08731152991125321,0.026494775954419517,4,33,105,1545,0.021932424422050976
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.69,0.0425531914893617,0.03205128205128205,0.027522935779816515,0.09375,0.919976289270895,0.5045726212485901,0.5705805746444809,0.08731152991125321,0.016481167986175316,3,29,106,1549,0.01896858328393598
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.7,0.043795620437956206,0.032327586206896554,0.027522935779816515,0.10714285714285714,0.9223473621813871,0.5058400483715305,0.5705805746444809,0.08731152991125321,0.0224755837156733,3,25,106,1553,0.016597510373443983
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.71,0.015151515151515152,0.010893246187363835,0.009174311926605505,0.043478260869565216,0.9229401304090101,0.4976163067871304,0.5705805746444809,0.08731152991125321,-0.01010663368524848,1,22,108,1556,0.013633669235328987
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.72,0.015873015873015872,0.011037527593818985,0.009174311926605505,0.058823529411764705,0.9264967397747481,0.49951744747154103,0.5705805746444809,0.08731152991125321,-0.0023755197384508478,1,16,108,1562,0.01007705986959099
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.73,0.01680672268907563,0.011210762331838564,0.009174311926605505,0.1,0.9306461173681091,0.5017354449366868,0.5705805746444809,0.08731152991125321,0.011115808375910917,1,9,108,1569,0.005927682276229994
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.74,0.017241379310344827,0.011286681715575621,0.009174311926605505,0.14285714285714285,0.9324244220509781,0.5026860152788921,0.5705805746444809,0.08731152991125321,0.020544783163968263,1,6,108,1572,0.004149377593360996
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.75,0.017391304347826087,0.011312217194570135,0.009174311926605505,0.16666666666666666,0.9330171902786011,0.5030028720596272,0.5705805746444809,0.08731152991125321,0.02480127975753516,1,5,108,1573,0.0035566093657379964
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.76,0.017543859649122806,0.011337868480725623,0.009174311926605505,0.2,0.9336099585062241,0.5033197288403624,0.5705805746444809,0.08731152991125321,0.030026268070532262,1,4,108,1574,0.002963841138114997
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.77,0.017857142857142856,0.011389521640091117,0.009174311926605505,0.3333333333333333,0.9347954949614701,0.5039534424018325,0.5705805746444809,0.08731152991125321,0.04613605849340093,1,2,108,1576,0.0017783046828689982
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.78,0.01818181818181818,0.011441647597254004,0.009174311926605505,1.0,0.9359810314167161,0.5045871559633027,0.5705805746444809,0.08731152991125321,0.0926640900379024,1,0,108,1578,0.0005927682276229994
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.79,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5705805746444809,0.08731152991125321,0.0,0,0,109,1578,0.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw14.5,original,0.8,0.0,0.0,0.0,0.0,0.9353882631890931,0.5,0.5705805746444809,0.08731152991125321,0.0,0,0,109,1578,0.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw20.0,original,0.01,0.12138084632516703,0.2567121997173811,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5750543598330252,0.08279392502016185,0.0,109,1578,0,0,1.0
with_billing_zip,XGBoost,XGBoost_weighted_depth2_lr0.06_n200_spw20.0,original,0.02,0.12138084632516703,0.2567121997173811,1.0,0.06461173681090694,0.06461173681090694,0.5,0.5750543598330252,0.08279392502016185,0.0,109,1578,0,0,1.0
