column_ko,column_description,group,rows,yes_count,no_count,yes_rate,no_rate,yes_rate_percent,no_rate_percent,min,max
총 매출,고객 단위 총 매출이다.,"(222.33, 499.83]",1688,149,1539,0.08827014218009478,0.9117298578199052,8.827014218009479,91.17298578199052,222.5,499.83
총 매출,고객 단위 총 매출이다.,"(138.534, 222.33]",1693,129,1564,0.07619610159480213,0.9238038984051978,7.619610159480213,92.38038984051978,138.67,222.33
총 매출,고객 단위 총 매출이다.,"(94.67, 138.534]",1685,118,1567,0.07002967359050445,0.9299703264094955,7.002967359050445,92.99703264094956,94.83,138.5
총 매출,고객 단위 총 매출이다.,"(64.83, 94.67]",1695,85,1610,0.05014749262536873,0.9498525073746312,5.014749262536873,94.98525073746312,65.0,94.67
총 매출,고객 단위 총 매출이다.,"(4.669, 64.83]",1692,68,1624,0.04018912529550828,0.9598108747044918,4.0189125295508275,95.98108747044918,4.67,64.83
