column_ko,column_description,group,rows,yes_count,no_count,yes_rate,no_rate,yes_rate_percent,no_rate_percent,path
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6500,96,1,95,0.010416666666666666,0.9895833333333334,1.0416666666666665,98.95833333333334,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6500_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4550,46,0,46,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4550_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6550,23,0,23,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6550_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4190,21,0,21,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4190_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4980,21,0,21,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4980_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6280,21,0,21,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6280_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4490,19,0,19,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4490_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4016,16,0,16,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4016_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4147,15,0,15,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4147_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4225,15,0,15,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4225_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6304,13,0,13,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6304_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4960,10,0,10,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4960_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4027,8,0,8,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4027_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4130,8,0,8,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4130_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4172,8,0,8,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4172_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4360,8,0,8,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4360_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4407,8,0,8,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4407_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4990,8,0,8,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4990_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,1000,7,0,7,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_1000_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4112,7,0,7,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4112_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4135,7,0,7,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4135_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4142,7,0,7,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4142_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4197,7,0,7,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4197_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6001,7,0,7,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6001_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,1505,6,0,6,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_1505_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4173,6,0,6,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4173_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4824,6,0,6,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4824_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4900,6,0,6,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4900_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4940,6,0,6,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4940_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6180,6,0,6,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6180_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4260,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4260_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4285,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4285_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4340,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4340_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4370,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4370_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4412,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4412_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4492,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4492_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4820,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4820_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4987,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4987_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6010,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6010_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6138,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6138_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6155,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6155_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6770,5,0,5,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6770_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4121,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4121_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4122,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4122_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4140,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4140_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4223,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4223_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4349,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4349_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4442,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4442_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4455,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4455_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4870,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4870_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6014,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6014_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6060,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6060_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6065,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6065_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6163,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6163_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6199,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6199_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6362,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6362_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6489,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6489_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6850,4,0,4,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6850_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,1404,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_1404_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,1421,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_1421_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4008,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4008_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4019,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4019_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4113,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4113_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4134,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4134_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4144,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4144_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4202,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4202_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4228,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4228_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4231,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4231_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4271,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4271_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4288,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4288_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4364,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4364_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4469,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4469_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4522,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4522_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4641,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4641_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4702,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4702_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4710,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4710_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4835,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4835_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4872,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4872_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4985,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4985_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6002,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6002_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6004,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6004_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6006,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6006_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6062,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6062_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6142,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6142_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6159,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6159_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6190,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6190_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6301,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6301_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6363,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6363_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6437,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6437_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6563,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6563_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6690,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6690_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6701,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6701_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,6890,3,0,3,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_6890_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,1142,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_1142_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,1618,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_1618_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4009,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4009_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4111,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4111_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4114,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4114_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4120,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4120_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4127,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4127_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4131,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4131_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4151,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4151_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4170,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4170_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4178,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4178_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4198,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4198_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4200,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4200_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4203,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4203_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4205,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4205_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4221,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4221_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4252,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4252_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4262,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4262_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4290,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4290_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4337,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4337_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4405,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4405_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4419,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4419_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4450,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4450_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4465,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4465_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4474,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4474_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4480,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4480_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4484,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4484_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4523,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4523_churn.csv
청구 우편번호,고객 청구지 우편번호다. 지역별 이탈 신호를 확인하는 데 사용한다.,4538,2,0,2,0.0,1.0,0.0,100.0,processed\column_split_datasets\02_category_value_subsets\Billing_ZIP\zip_4538_churn.csv
